2023-12-17 10:19:48,302 INFO    StreamThr :33233 [internal.py:wandb_internal():86] W&B internal server running at pid: 33233, started at: 2023-12-17 10:19:48.302370
2023-12-17 10:19:48,303 DEBUG   HandlerThread:33233 [handler.py:handle_request():146] handle_request: status
2023-12-17 10:19:48,309 INFO    WriterThread:33233 [datastore.py:open_for_write():85] open: /home/kajetan/tensorflow_fundamentals/wandb/run-20231217_101948-yyaoqsik/run-yyaoqsik.wandb
2023-12-17 10:19:48,309 DEBUG   SenderThread:33233 [sender.py:send():382] send: header
2023-12-17 10:19:48,316 DEBUG   SenderThread:33233 [sender.py:send():382] send: run
2023-12-17 10:19:48,858 INFO    SenderThread:33233 [dir_watcher.py:__init__():211] watching files in: /home/kajetan/tensorflow_fundamentals/wandb/run-20231217_101948-yyaoqsik/files
2023-12-17 10:19:48,858 INFO    SenderThread:33233 [sender.py:_start_run_threads():1136] run started: yyaoqsik with start time 1702804788.300755
2023-12-17 10:19:48,861 DEBUG   HandlerThread:33233 [handler.py:handle_request():146] handle_request: check_version
2023-12-17 10:19:48,861 DEBUG   SenderThread:33233 [sender.py:send_request():409] send_request: check_version
2023-12-17 10:19:49,093 DEBUG   HandlerThread:33233 [handler.py:handle_request():146] handle_request: run_start
2023-12-17 10:19:49,099 DEBUG   HandlerThread:33233 [system_info.py:__init__():32] System info init
2023-12-17 10:19:49,099 DEBUG   HandlerThread:33233 [system_info.py:__init__():47] System info init done
2023-12-17 10:19:49,099 INFO    HandlerThread:33233 [system_monitor.py:start():194] Starting system monitor
2023-12-17 10:19:49,099 INFO    SystemMonitor:33233 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-12-17 10:19:49,099 INFO    HandlerThread:33233 [system_monitor.py:probe():214] Collecting system info
2023-12-17 10:19:49,100 INFO    SystemMonitor:33233 [interfaces.py:start():190] Started cpu monitoring
2023-12-17 10:19:49,100 INFO    SystemMonitor:33233 [interfaces.py:start():190] Started disk monitoring
2023-12-17 10:19:49,101 INFO    SystemMonitor:33233 [interfaces.py:start():190] Started gpu monitoring
2023-12-17 10:19:49,101 INFO    SystemMonitor:33233 [interfaces.py:start():190] Started memory monitoring
2023-12-17 10:19:49,102 INFO    SystemMonitor:33233 [interfaces.py:start():190] Started network monitoring
2023-12-17 10:19:49,109 DEBUG   HandlerThread:33233 [system_info.py:probe():196] Probing system
2023-12-17 10:19:49,110 DEBUG   HandlerThread:33233 [system_info.py:_probe_git():181] Probing git
2023-12-17 10:19:49,114 DEBUG   HandlerThread:33233 [system_info.py:_probe_git():189] Probing git done
2023-12-17 10:19:49,114 DEBUG   HandlerThread:33233 [system_info.py:probe():244] Probing system done
