2023-12-17 10:45:19,317 INFO    StreamThr :33233 [internal.py:wandb_internal():86] W&B internal server running at pid: 33233, started at: 2023-12-17 10:45:19.316703
2023-12-17 10:45:19,318 DEBUG   HandlerThread:33233 [handler.py:handle_request():146] handle_request: status
2023-12-17 10:45:19,318 INFO    WriterThread:33233 [datastore.py:open_for_write():85] open: /home/kajetan/tensorflow_fundamentals/wandb/run-20231217_104514-7oph6oig/run-7oph6oig.wandb
2023-12-17 10:45:19,319 DEBUG   SenderThread:33233 [sender.py:send():382] send: header
2023-12-17 10:45:19,319 DEBUG   SenderThread:33233 [sender.py:send():382] send: run
2023-12-17 10:45:19,828 INFO    SenderThread:33233 [dir_watcher.py:__init__():211] watching files in: /home/kajetan/tensorflow_fundamentals/wandb/run-20231217_104514-7oph6oig/files
2023-12-17 10:45:19,828 INFO    SenderThread:33233 [sender.py:_start_run_threads():1136] run started: 7oph6oig with start time 1702806318.368211
2023-12-17 10:45:19,835 DEBUG   HandlerThread:33233 [handler.py:handle_request():146] handle_request: check_version
2023-12-17 10:45:19,835 DEBUG   SenderThread:33233 [sender.py:send_request():409] send_request: check_version
2023-12-17 10:45:20,017 DEBUG   HandlerThread:33233 [handler.py:handle_request():146] handle_request: run_start
2023-12-17 10:45:20,018 DEBUG   HandlerThread:33233 [system_info.py:__init__():32] System info init
2023-12-17 10:45:20,018 DEBUG   HandlerThread:33233 [system_info.py:__init__():47] System info init done
2023-12-17 10:45:20,018 INFO    HandlerThread:33233 [system_monitor.py:start():194] Starting system monitor
2023-12-17 10:45:20,018 INFO    SystemMonitor:33233 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-12-17 10:45:20,018 INFO    HandlerThread:33233 [system_monitor.py:probe():214] Collecting system info
2023-12-17 10:45:20,019 INFO    SystemMonitor:33233 [interfaces.py:start():190] Started cpu monitoring
2023-12-17 10:45:20,019 INFO    SystemMonitor:33233 [interfaces.py:start():190] Started disk monitoring
2023-12-17 10:45:20,019 INFO    SystemMonitor:33233 [interfaces.py:start():190] Started gpu monitoring
2023-12-17 10:45:20,020 INFO    SystemMonitor:33233 [interfaces.py:start():190] Started memory monitoring
2023-12-17 10:45:20,020 INFO    SystemMonitor:33233 [interfaces.py:start():190] Started network monitoring
2023-12-17 10:45:20,026 DEBUG   HandlerThread:33233 [system_info.py:probe():196] Probing system
2023-12-17 10:45:20,026 DEBUG   HandlerThread:33233 [system_info.py:_probe_git():181] Probing git
2023-12-17 10:45:20,030 DEBUG   HandlerThread:33233 [system_info.py:_probe_git():189] Probing git done
2023-12-17 10:45:20,030 DEBUG   HandlerThread:33233 [system_info.py:probe():244] Probing system done
2023-12-17 10:45:20,030 DEBUG   HandlerThread:33233 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-14-generic-x86_64-with-glibc2.38', 'python': '3.11.5', 'heartbeatAt': '2023-12-17T09:45:20.026104', 'startedAt': '2023-12-17T09:45:14.146305', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'tensorflow_fundamentals/02_neural_network_classification_with_tensorflow.ipynb', 'codePathLocal': None, 'root': '/home/kajetan/tensorflow_fundamentals', 'git': {'remote': 'https://github.com/KajetanFrackowiak/tensorflow_fundamentals.git', 'commit': 'acf8d4dd97e7d9ae32c4acfeaf59fceda99afe93'}, 'email': 'kajtek.gdynia@gmail.com', 'host': 'kajetan-MS-7845', 'username': 'kajetan', 'executable': '/home/kajetan/anaconda3/bin/python', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 2.81675, 'min': 800.0, 'max': 3900.0}, 'cpu_freq_per_core': [{'current': 3.702, 'min': 800.0, 'max': 3900.0}, {'current': 3.699, 'min': 800.0, 'max': 3900.0}, {'current': 3.699, 'min': 800.0, 'max': 3900.0}, {'current': 3.716, 'min': 800.0, 'max': 3900.0}, {'current': 2.496, 'min': 800.0, 'max': 3900.0}, {'current': 3.702, 'min': 800.0, 'max': 3900.0}, {'current': 3.738, 'min': 800.0, 'max': 3900.0}, {'current': 3.713, 'min': 800.0, 'max': 3900.0}], 'disk': {'/': {'total': 228.59531021118164, 'used': 197.23332977294922}}, 'gpu': 'NVIDIA GeForce GTX 1080', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1080', 'memory_total': 8589934592}], 'memory': {'total': 15.551769256591797}}
2023-12-17 10:45:20,030 INFO    HandlerThread:33233 [system_monitor.py:probe():224] Finished collecting system info
2023-12-17 10:45:20,030 INFO    HandlerThread:33233 [system_monitor.py:probe():227] Publishing system info
2023-12-17 10:45:20,030 DEBUG   HandlerThread:33233 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-12-17 10:45:20,030 DEBUG   HandlerThread:33233 [system_info.py:_save_pip():68] Saving pip packages done
2023-12-17 10:45:20,031 DEBUG   HandlerThread:33233 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-12-17 10:45:20,829 INFO    Thread-111:33233 [dir_watcher.py:_on_file_created():271] file/dir created: /home/kajetan/tensorflow_fundamentals/wandb/run-20231217_104514-7oph6oig/files/conda-environment.yaml
2023-12-17 10:45:20,829 INFO    Thread-111:33233 [dir_watcher.py:_on_file_created():271] file/dir created: /home/kajetan/tensorflow_fundamentals/wandb/run-20231217_104514-7oph6oig/files/requirements.txt
2023-12-17 10:45:27,163 DEBUG   HandlerThread:33233 [system_info.py:_save_conda():87] Saving conda packages done
2023-12-17 10:45:27,164 INFO    HandlerThread:33233 [system_monitor.py:probe():229] Finished publishing system info
2023-12-17 10:45:27,164 DEBUG   HandlerThread:33233 [handler.py:handle_request():146] handle_request: status_report
2023-12-17 10:45:27,164 DEBUG   HandlerThread:33233 [handler.py:handle_request():146] handle_request: keepalive
2023-12-17 10:45:27,164 DEBUG   SenderThread:33233 [sender.py:send():382] send: files
2023-12-17 10:45:27,164 INFO    SenderThread:33233 [sender.py:_save_file():1392] saving file wandb-metadata.json with policy now
2023-12-17 10:45:27,175 DEBUG   HandlerThread:33233 [handler.py:handle_request():146] handle_request: internal_messages
2023-12-17 10:45:27,175 DEBUG   HandlerThread:33233 [handler.py:handle_request():146] handle_request: stop_status
2023-12-17 10:45:27,176 DEBUG   SenderThread:33233 [sender.py:send():382] send: telemetry
2023-12-17 10:45:27,177 DEBUG   SenderThread:33233 [sender.py:send_request():409] send_request: stop_status
2023-12-17 10:45:27,212 DEBUG   HandlerThread:33233 [handler.py:handle_request():146] handle_request: pause
2023-12-17 10:45:27,212 INFO    HandlerThread:33233 [handler.py:handle_request_pause():705] stopping system metrics thread
2023-12-17 10:45:27,212 INFO    HandlerThread:33233 [system_monitor.py:finish():203] Stopping system monitor
2023-12-17 10:45:27,212 DEBUG   SystemMonitor:33233 [system_monitor.py:_start():172] Starting system metrics aggregation loop
